source_center,destination_center,corridor,route_type,recommended_route_type,route_type_changed,actual_time,predicted_actual_time,osrm_time,actual_distance_to_destination,delay_risk_score,delay_risk_category,corridor_median_delay_ratio,corridor_delay_rate,source_bottleneck_score,destination_bottleneck_score,recommendation_reason
IND110064AAA,IND000000ACB,IND110064AAA -> IND000000ACB,Carting,FTL,True,65.0,86.35696,53.0,45.65912264069301,0.5041048083907643,Medium,6.9245283018867925,1.0,0.1692122275552408,0.9954629629629628,"Recommended FTL because risk is medium and distance is above the median, so a more reliable movement option is preferred."
IND500039AAC,IND501359AAE,IND500039AAC -> IND501359AAE,Carting,Carting,False,195.0,137.05534,24.0,26.37712562084996,0.3969675458648071,Low,4.018518518518519,1.0,0.1834254645085604,0.5317325787538567,"Recommended Carting because delay risk is low or distance is shorter, so cost-efficient movement may be acceptable."
IND400072AAB,IND421302AAG,IND400072AAB -> IND421302AAG,Carting,Carting,False,50.0,75.72969,25.0,20.832932513507888,0.45626598580287675,Medium,2.92,1.0,0.2857231870543216,0.5801920123707316,"Recommended Carting because delay risk is low or distance is shorter, so cost-efficient movement may be acceptable."
IND421302AAG,IND400102AAC,IND421302AAG -> IND400102AAC,Carting,Carting,False,47.0,87.47934,26.0,22.67464368599326,0.43806582719835263,Medium,2.896551724137931,1.0,0.5801920123707316,0.1741309158471329,"Recommended Carting because delay risk is low or distance is shorter, so cost-efficient movement may be acceptable."
IND425412AAA,IND425409AAA,IND425412AAA -> IND425409AAA,FTL,Carting,True,58.0,66.03783,29.0,30.265686492664475,0.3207721086831088,Low,2.225806451612903,1.0,0.1600631164992535,0.1601849084728489,"Recommended Carting because delay risk is low or distance is shorter, so cost-efficient movement may be acceptable."
IND425409AAA,IND425406AAA,IND425409AAA -> IND425406AAA,FTL,Carting,True,94.0,86.71595,37.0,40.353191975931416,0.31999451931724426,Low,2.320707070707071,1.0,0.1601849084728489,0.1579918766427012,"Recommended Carting because delay risk is low or distance is shorter, so cost-efficient movement may be acceptable."
IND425405AAA,IND424006AAA,IND425405AAA -> IND424006AAA,FTL,FTL,False,1017.0,1041.0176,48.0,56.11911128037443,0.4364629916846043,Medium,21.5,1.0,0.1577335622646262,0.1744206796044332,"Recommended FTL because risk is medium and distance is above the median, so a more reliable movement option is preferred."
IND424304AAC,IND425412AAA,IND424304AAC -> IND425412AAA,FTL,Carting,True,61.0,71.46021,37.0,42.06607458147145,0.31537488974783423,Low,1.7894736842105263,1.0,0.1559979083557724,0.1600631164992535,"Recommended Carting because delay risk is low or distance is shorter, so cost-efficient movement may be acceptable."
IND424006AAA,IND424304AAC,IND424006AAA -> IND424304AAC,FTL,Carting,True,80.0,86.87806,39.0,46.3446294980358,0.31792312976545145,Low,2.062226391494684,1.0,0.1744206796044332,0.1559979083557724,"Recommended Carting because delay risk is low or distance is shorter, so cost-efficient movement may be acceptable."
IND281401AAA,IND321022AAA,IND281401AAA -> IND321022AAA,Carting,Carting,False,46.0,50.691483,34.0,22.67065233744275,0.2744754493429614,Low,1.4848484848484849,0.8571428571428571,0.135332508469143,0.1443582129171003,"Recommended Carting because delay risk is low or distance is shorter, so cost-efficient movement may be acceptable."
IND321022AAA,IND121004AAB,IND321022AAA -> IND121004AAB,Carting,Carting,False,266.0,254.78036,82.0,90.55042361589628,0.3414582948821345,Low,3.2428004701733766,1.0,0.1443582129171003,0.2541256876869098,"Recommended Carting because delay risk is low or distance is shorter, so cost-efficient movement may be acceptable."
IND383001AAA,IND383315AAC,IND383001AAA -> IND383315AAC,FTL,Carting,True,42.0,51.763878,41.0,36.73093098060386,0.20826437974159673,Low,1.2526132404181185,0.625,0.1301182342200007,0.0927743628071134,"Recommended Carting because delay risk is low or distance is shorter, so cost-efficient movement may be acceptable."
IND383255AAB,IND384205AAA,IND383255AAB -> IND384205AAA,FTL,Carting,True,156.0,160.87958,107.0,84.0796587277821,0.25239018679051123,Low,1.523941798941799,0.75,0.1027083416016609,0.1861295522158251,"Recommended Carting because delay risk is low or distance is shorter, so cost-efficient movement may be acceptable."
IND383315AAC,IND383255AAB,IND383315AAC -> IND383255AAB,FTL,Carting,True,106.0,120.38735,93.0,68.08255870456995,0.1734870429322366,Low,1.1980676328502415,0.5,0.0927743628071134,0.1027083416016609,"Recommended Carting because delay risk is low or distance is shorter, so cost-efficient movement may be acceptable."
IND413002AAA,IND413304AAA,IND413002AAA -> IND413304AAA,Carting,Carting,False,97.0,107.137955,52.0,63.29396430929411,0.32353151728662255,Low,1.981132075471698,1.0,0.1890104748336532,0.1611163335132425,"Recommended Carting because delay risk is low or distance is shorter, so cost-efficient movement may be acceptable."
IND413304AAA,IND415301AAB,IND413304AAA -> IND415301AAB,Carting,Carting,False,75.0,74.33697,51.0,47.24273345739852,0.31035644330374823,Low,1.3584905660377358,1.0,0.1611163335132425,0.1543516702441422,"Recommended Carting because delay risk is low or distance is shorter, so cost-efficient movement may be acceptable."
IND560099AAB,IND560300AAA,IND560099AAB -> IND560300AAA,Carting,FTL,True,81.0,91.90916,55.0,40.984094844314,0.47129241402585376,Medium,1.8075757575757576,0.9479166666666666,0.3582752930536848,0.2907382013708706,"Recommended FTL because risk is medium and distance is above the median, so a more reliable movement option is preferred."
IND277211AAA,IND277201AAA,IND277211AAA -> IND277201AAA,FTL,Carting,True,53.0,45.949978,20.0,20.739666759020032,0.3183316303439798,Low,2.452380952380953,1.0,0.1616388649630092,0.1616051137577902,"Recommended Carting because delay risk is low or distance is shorter, so cost-efficient movement may be acceptable."
IND277201AAA,IND221706AAA,IND277201AAA -> IND221706AAA,FTL,Carting,True,186.0,151.36092,57.0,75.18146648189237,0.32145921295174584,Low,2.4545454545454546,1.0,0.1616051137577902,0.1631037272895178,"Recommended Carting because delay risk is low or distance is shorter, so cost-efficient movement may be acceptable."
IND273014AAB,IND277303AAC,IND273014AAB -> IND277303AAC,FTL,Carting,True,225.0,194.0638,99.0,103.03162586663944,0.3377092492165934,Low,1.98,1.0,0.194459528897409,0.1641915544663691,"Recommended Carting because delay risk is low or distance is shorter, so cost-efficient movement may be acceptable."
IND221706AAA,IND273014AAB,IND221706AAA -> IND273014AAB,FTL,Carting,True,286.0,366.18375,84.0,101.0521542644081,0.3419450209363446,Low,4.121951219512195,1.0,0.1631037272895178,0.194459528897409,"Recommended Carting because delay risk is low or distance is shorter, so cost-efficient movement may be acceptable."
IND502220AAC,IND501359AAE,IND502220AAC -> IND501359AAE,FTL,Carting,True,179.0,171.82123,128.0,95.84178069878745,0.3374812735863715,Low,1.320453190220632,0.8125,0.1543263984923362,0.5317325787538567,"Recommended Carting because delay risk is low or distance is shorter, so cost-efficient movement may be acceptable."
IND502286AAB,IND502220AAC,IND502286AAB -> IND502220AAC,FTL,Carting,True,93.0,105.38087,50.0,43.08952275231429,0.3330314106658673,Low,2.18375,1.0,0.1684886434002308,0.1543263984923362,"Recommended Carting because delay risk is low or distance is shorter, so cost-efficient movement may be acceptable."
IND585104AAA,IND585330AAE,IND585104AAA -> IND585330AAE,FTL,Carting,True,77.0,78.04218,41.0,54.17356153375827,0.33538031233468346,Low,1.837209302325581,1.0,0.1994824290689182,0.1672736358102072,"Recommended Carting because delay risk is low or distance is shorter, so cost-efficient movement may be acceptable."
IND585330AAE,IND585401AAA,IND585330AAE -> IND585401AAA,FTL,Carting,True,57.0,65.42584,33.0,42.09324352707675,0.3318514635324128,Low,1.8823529411764703,1.0,0.1672736358102072,0.168030757215961,"Recommended Carting because delay risk is low or distance is shorter, so cost-efficient movement may be acceptable."
IND585401AAA,IND502286AAB,IND585401AAA -> IND502286AAB,FTL,Carting,True,71.0,92.60585,41.0,30.231047901054488,0.3361066621085713,Low,2.425396825396825,1.0,0.168030757215961,0.1684886434002308,"Recommended Carting because delay risk is low or distance is shorter, so cost-efficient movement may be acceptable."
IND364004AAB,IND365560AAA,IND364004AAB -> IND365560AAA,FTL,Carting,True,166.0,149.8669,79.0,89.68993436557801,0.3172288523483253,Low,1.947368421052632,1.0,0.156995061802199,0.1561294453127439,"Recommended Carting because delay risk is low or distance is shorter, so cost-efficient movement may be acceptable."
IND364270AAA,IND364001AAA,IND364270AAA -> IND364001AAA,FTL,Carting,True,71.0,76.47567,38.0,37.30057904248547,0.3085707109110275,Low,1.925,1.0,0.1500954805856142,0.151200753137743,"Recommended Carting because delay risk is low or distance is shorter, so cost-efficient movement may be acceptable."
IND365560AAB,IND364290AAA,IND365560AAB -> IND364290AAA,FTL,Carting,True,75.0,87.65605,30.0,34.43108020738676,0.3229630651230963,Low,2.5517241379310347,1.0,0.1571353912241754,0.1557852780139563,"Recommended Carting because delay risk is low or distance is shorter, so cost-efficient movement may be acceptable."
IND110044AAB,IND000000ACB,IND110044AAB -> IND000000ACB,Carting,FTL,True,118.0,98.8431,60.0,48.95206569138544,0.5249427581266998,Medium,1.7130750605326877,1.0,0.2022355066252343,0.9954629629629628,"Recommended FTL because risk is medium and distance is above the median, so a more reliable movement option is preferred."
IND690548AAA,IND688009AAA,IND690548AAA -> IND688009AAA,Carting,Carting,False,39.0,39.67224,31.0,23.480609572280887,0.21062313103225755,Low,1.21875,0.6,0.1275132346796898,0.1390553520117127,"Recommended Carting because delay risk is low or distance is shorter, so cost-efficient movement may be acceptable."
IND689650AAA,IND690548AAA,IND689650AAA -> IND690548AAA,Carting,Carting,False,71.0,63.31202,41.0,29.23956361769084,0.29179577976023235,Low,1.5609756097560976,1.0,0.0778741469070443,0.1275132346796898,"Recommended Carting because delay risk is low or distance is shorter, so cost-efficient movement may be acceptable."
IND688009AAA,IND686028AAB,IND688009AAA -> IND686028AAB,Carting,Carting,False,81.0,195.45227,44.0,20.662187002491947,0.3312748660092494,Low,3.555555555555556,1.0,0.1390553520117127,0.1675220184362856,"Recommended Carting because delay risk is low or distance is shorter, so cost-efficient movement may be acceptable."
IND689101AAA,IND689650AAA,IND689101AAA -> IND689650AAA,Carting,Carting,False,21.0,18.211803,15.0,14.741850269455348,0.040600388711702046,Low,1.0714285714285714,0.0,0.1410215634485956,0.0778741469070443,"Recommended Carting because delay risk is low or distance is shorter, so cost-efficient movement may be acceptable."
IND382715AAA,IND382430AAB,IND382715AAA -> IND382430AAB,FTL,Carting,True,92.0,114.77666,54.0,48.76515899843985,0.35475911213808087,Low,2.0,1.0,0.1674388059432738,0.3314320841544304,"Recommended Carting because delay risk is low or distance is shorter, so cost-efficient movement may be acceptable."
IND384205AAA,IND382715AAA,IND384205AAA -> IND382715AAA,FTL,Carting,True,61.0,60.579403,40.0,35.648217140116934,0.32918379537848697,Low,1.425,1.0,0.1861295522158251,0.1674388059432738,"Recommended Carting because delay risk is low or distance is shorter, so cost-efficient movement may be acceptable."
IND361001AAA,IND361305AAC,IND361001AAA -> IND361305AAC,FTL,Carting,True,84.0,70.8041,41.0,50.67487491509478,0.32030939937197705,Low,1.6794871794871795,1.0,0.1523445526134001,0.1557001998316333,"Recommended Carting because delay risk is low or distance is shorter, so cost-efficient movement may be acceptable."
IND361305AAC,IND361315AAA,IND361305AAC -> IND361315AAA,FTL,Carting,True,43.0,51.927376,30.0,40.95822106323848,0.31951991388013584,Low,1.7058823529411764,1.0,0.1557001998316333,0.1566402284925523,"Recommended Carting because delay risk is low or distance is shorter, so cost-efficient movement may be acceptable."
IND361315AAA,IND361335AAA,IND361315AAA -> IND361335AAA,FTL,Carting,True,41.0,44.27313,28.0,32.69137914288533,0.3197269251177649,Low,1.5634920634920637,1.0,0.1566402284925523,0.1554393197078286,"Recommended Carting because delay risk is low or distance is shorter, so cost-efficient movement may be acceptable."
IND732103AAB,IND733128AAA,IND732103AAB -> IND733128AAA,Carting,Carting,False,106.0,92.1369,46.0,49.26393628378677,0.3128156008760956,Low,1.976328502415459,1.0,0.1621126579548874,0.1544259008755782,"Recommended Carting because delay risk is low or distance is shorter, so cost-efficient movement may be acceptable."
IND733128AAA,IND733134AAA,IND733128AAA -> IND733134AAA,Carting,Carting,False,36.0,41.85845,21.0,21.186294497642105,0.310115543943563,Low,1.9025974025974024,1.0,0.1544259008755782,0.152442347701618,"Recommended Carting because delay risk is low or distance is shorter, so cost-efficient movement may be acceptable."
IND733134AAA,IND733129AAB,IND733134AAA -> IND733129AAB,Carting,Carting,False,34.0,34.067055,23.0,19.114885105772803,0.306688623178497,Low,1.5238095238095235,1.0,0.152442347701618,0.1551571501154626,"Recommended Carting because delay risk is low or distance is shorter, so cost-efficient movement may be acceptable."
IND306401AAB,IND343001AAA,IND306401AAB -> IND343001AAA,FTL,Carting,True,159.0,178.81868,86.0,85.81921310291308,0.31822314715088496,Low,2.0407707910750505,1.0,0.1960427551818487,0.1295320378833239,"Recommended Carting because delay risk is low or distance is shorter, so cost-efficient movement may be acceptable."
IND506002AAA,IND506132AAA,IND506002AAA -> IND506132AAA,FTL,Carting,True,45.0,45.353752,35.0,31.35674165813527,0.15653231396710837,Low,1.125,0.3571428571428571,0.1639911424309789,0.1139500923147361,"Recommended Carting because delay risk is low or distance is shorter, so cost-efficient movement may be acceptable."
IND507123AAA,IND506314AAA,IND507123AAA -> IND506314AAA,FTL,Carting,True,159.0,150.74875,108.0,77.62383041781786,0.2732638016936469,Low,1.357754890081357,0.875,0.0732503831552246,0.1543015984262954,"Recommended Carting because delay risk is low or distance is shorter, so cost-efficient movement may be acceptable."
IND506314AAA,IND506002AAA,IND506314AAA -> IND506002AAA,FTL,Carting,True,63.0,128.1046,25.0,30.825667353305658,0.3330904254884868,Low,3.74,1.0,0.1543015984262954,0.1639911424309789,"Recommended Carting because delay risk is low or distance is shorter, so cost-efficient movement may be acceptable."
IND122001AAJ,IND507123AAA,IND122001AAJ -> IND507123AAA,FTL,Carting,True,42.0,45.62947,56.0,33.71435680013615,0.043229513429514095,Low,0.7758620689655172,0.0,0.1014150088378587,0.0732503831552246,"Recommended Carting because delay risk is low or distance is shorter, so cost-efficient movement may be acceptable."
IND506132AAA,IND122001AAJ,IND506132AAA -> IND122001AAJ,FTL,Carting,True,66.0,68.30822,35.0,38.32852291462261,0.3109153459184882,Low,1.8571428571428568,1.0,0.1139500923147361,0.1014150088378587,"Recommended Carting because delay risk is low or distance is shorter, so cost-efficient movement may be acceptable."
IND505122AAA,IND506002AAA,IND505122AAA -> IND506002AAA,FTL,Carting,True,333.0,135.60788,39.0,35.175766503670715,0.32684680131200866,Low,2.543292682926829,1.0,0.1575677747004211,0.1639911424309789,"Recommended Carting because delay risk is low or distance is shorter, so cost-efficient movement may be acceptable."
IND505467AAA,IND505122AAA,IND505467AAA -> IND505122AAA,FTL,Carting,True,84.0,75.3927,46.0,31.866036205318963,0.3175649391634302,Low,1.6304347826086956,1.0,0.1550885761541494,0.1575677747004211,"Recommended Carting because delay risk is low or distance is shorter, so cost-efficient movement may be acceptable."
IND506001AAC,IND505467AAA,IND506001AAC -> IND505467AAA,FTL,Carting,True,57.0,53.963245,32.0,35.33217683044738,0.31791335311249763,Low,1.5833333333333333,1.0,0.1523445526134001,0.1550885761541494,"Recommended Carting because delay risk is low or distance is shorter, so cost-efficient movement may be acceptable."
IND203390AAA,IND201301AAF,IND203390AAA -> IND201301AAF,FTL,Carting,True,374.0,276.78418,98.0,92.09034650882438,0.33905875141658093,Low,2.5729166666666665,1.0,0.1554300473118914,0.1917322459456534,"Recommended Carting because delay risk is low or distance is shorter, so cost-efficient movement may be acceptable."
IND201301AAF,IND203205AAA,IND201301AAF -> IND203205AAA,FTL,Carting,True,123.0,90.984024,45.0,36.6265800833004,0.3344008634117728,Low,2.088888888888889,1.0,0.1917322459456534,0.1623464322088101,"Recommended Carting because delay risk is low or distance is shorter, so cost-efficient movement may be acceptable."
IND203131AAA,IND203135AAA,IND203131AAA -> IND203135AAA,FTL,Carting,True,75.0,54.606834,38.0,32.60521570326044,0.3210920276498615,Low,1.5675675675675675,1.0,0.1549518117940233,0.1573925244451181,"Recommended Carting because delay risk is low or distance is shorter, so cost-efficient movement may be acceptable."
IND203135AAA,IND203396AAB,IND203135AAA -> IND203396AAB,FTL,Carting,True,78.0,92.93482,55.0,47.44409797099787,0.3181070878803829,Low,1.5517241379310345,1.0,0.1573925244451181,0.1501816359764127,"Recommended Carting because delay risk is low or distance is shorter, so cost-efficient movement may be acceptable."
IND203396AAB,IND203390AAA,IND203396AAB -> IND203390AAA,FTL,Carting,True,47.0,52.95057,39.0,26.59918408133803,0.29915115578561463,Low,1.3544871794871796,0.9166666666666666,0.1501816359764127,0.1554300473118914,"Recommended Carting because delay risk is low or distance is shorter, so cost-efficient movement may be acceptable."
IND421301AAA,IND421302AAR,IND421301AAA -> IND421302AAR,Carting,Carting,False,29.0,43.981087,10.0,10.012526534183714,0.3354053129487959,Low,3.8,1.0,0.1580290842324027,0.1860331550193124,"Recommended Carting because delay risk is low or distance is shorter, so cost-efficient movement may be acceptable."
IND628801AAA,IND628204AAA,IND628801AAA -> IND628204AAA,Carting,Carting,False,20.0,24.816072,14.0,12.224281966328478,0.32105318180001075,Low,1.4375,1.0,0.1603756166040261,0.1432991341358748,"Recommended Carting because delay risk is low or distance is shorter, so cost-efficient movement may be acceptable."
IND627005AAA,IND628801AAA,IND627005AAA -> IND628801AAA,Carting,Carting,False,129.0,77.22881,46.0,38.56894072906471,0.32755267638924107,Low,1.627906976744186,1.0,0.1740795254424844,0.1603756166040261,"Recommended Carting because delay risk is low or distance is shorter, so cost-efficient movement may be acceptable."
IND628204AAA,IND627657AAA,IND628204AAA -> IND627657AAA,Carting,Carting,False,63.0,51.86113,41.0,34.07084446101427,0.24885776682571126,Low,1.238095238095238,0.7692307692307693,0.1432991341358748,0.0674813770910064,"Recommended Carting because delay risk is low or distance is shorter, so cost-efficient movement may be acceptable."
IND395023AAD,IND396445AAA,IND395023AAD -> IND396445AAA,Carting,Carting,False,36.0,33.088425,16.0,17.69980678966542,0.3214204352237585,Low,1.8198529411764703,1.0,0.1955390283763693,0.1555533301781851,"Recommended Carting because delay risk is low or distance is shorter, so cost-efficient movement may be acceptable."
IND396321AAA,IND396001AAA,IND396321AAA -> IND396001AAA,Carting,Carting,False,37.0,38.097164,26.0,19.6088186086677,0.3166909364708933,Low,1.4814814814814814,1.0,0.1674892225452562,0.1560678212898363,"Recommended Carting because delay risk is low or distance is shorter, so cost-efficient movement may be acceptable."
IND396445AAA,IND396321AAA,IND396445AAA -> IND396321AAA,Carting,Carting,False,76.0,51.335793,24.0,20.69543469110962,0.3190073341435767,Low,2.1208333333333336,1.0,0.1555533301781851,0.1674892225452562,"Recommended Carting because delay risk is low or distance is shorter, so cost-efficient movement may be acceptable."
IND562132AAA,IND560085AAA,IND562132AAA -> IND560085AAA,Carting,Carting,False,51.0,61.574192,29.0,21.71349963645632,0.41374775995883206,Medium,2.064516129032258,1.0,0.717410723360102,0.1670654708782722,"Recommended Carting because delay risk is low or distance is shorter, so cost-efficient movement may be acceptable."
IND400612AAA,IND421302AAR,IND400612AAA -> IND421302AAR,Carting,Carting,False,25.0,32.398537,12.0,9.108360372803904,0.3233281122630292,Low,2.1666666666666665,1.0,0.1575292904484503,0.1860331550193124,"Recommended Carting because delay risk is low or distance is shorter, so cost-efficient movement may be acceptable."
IND713128AAB,IND731301AAA,IND713128AAB -> IND731301AAA,FTL,Carting,True,141.0,137.81656,35.0,26.038219418815363,0.32559434721280917,Low,4.176984126984127,1.0,0.160067166893212,0.1620251233008969,"Recommended Carting because delay risk is low or distance is shorter, so cost-efficient movement may be acceptable."
IND713148AAA,IND713128AAB,IND713148AAA -> IND713128AAB,FTL,Carting,True,72.0,97.30942,35.0,30.066546012813067,0.32941093513628583,Low,2.6944444444444446,1.0,0.1564337625754328,0.160067166893212,"Recommended Carting because delay risk is low or distance is shorter, so cost-efficient movement may be acceptable."
IND731301AAA,IND713205AAB,IND731301AAA -> IND713205AAB,FTL,Carting,True,151.0,127.703186,70.0,59.21643803527934,0.3361840099332632,Low,1.8714285714285717,1.0,0.1620251233008969,0.2077848221725249,"Recommended Carting because delay risk is low or distance is shorter, so cost-efficient movement may be acceptable."
IND421502AAA,IND421302AAR,IND421502AAA -> IND421302AAR,Carting,Carting,False,74.0,61.5875,18.0,15.66654135485064,0.33348926801009016,Low,3.125,1.0,0.1525944495053763,0.1860331550193124,"Recommended Carting because delay risk is low or distance is shorter, so cost-efficient movement may be acceptable."
IND603301AAA,IND600044AAD,IND603301AAA -> IND600044AAD,Carting,Carting,False,129.0,145.49962,57.0,69.61341015822497,0.3259642128397819,Low,2.396551724137931,1.0,0.124683981185534,0.1812711383079307,"Recommended Carting because delay risk is low or distance is shorter, so cost-efficient movement may be acceptable."
IND603001AAA,IND603301AAA,IND603001AAA -> IND603301AAA,Carting,Carting,False,35.0,48.96359,34.0,34.53471780006968,0.19683921290363543,Low,1.4285714285714286,0.5454545454545454,0.1221210914649272,0.124683981185534,"Recommended Carting because delay risk is low or distance is shorter, so cost-efficient movement may be acceptable."
IND600044AAD,IND603001AAA,IND600044AAD -> IND603001AAA,Carting,Carting,False,71.0,76.20121,28.0,33.56356976111851,0.32589699011031126,Low,2.8632183908045974,1.0,0.1812711383079307,0.1221210914649272,"Recommended Carting because delay risk is low or distance is shorter, so cost-efficient movement may be acceptable."
IND614620AAA,IND630561AAA,IND614620AAA -> IND630561AAA,Carting,Carting,False,143.0,147.74103,73.0,82.02104384735335,0.3290181001590159,Low,1.945945945945946,1.0,0.1610062621134166,0.1626476508051218,"Recommended Carting because delay risk is low or distance is shorter, so cost-efficient movement may be acceptable."
IND623315AAB,IND614620AAA,IND623315AAB -> IND614620AAA,Carting,Carting,False,44.0,47.22828,29.0,29.8428678358749,0.31281269163335257,Low,1.5086206896551724,1.0,0.0905155733880998,0.1610062621134166,"Recommended Carting because delay risk is low or distance is shorter, so cost-efficient movement may be acceptable."
IND623407AAA,IND623315AAB,IND623407AAA -> IND623315AAB,Carting,Carting,False,24.0,25.602825,24.0,15.296891587274418,0.06984364529148228,Low,1.0416666666666667,0.0833333333333333,0.0899988251485522,0.0905155733880998,"Recommended Carting because delay risk is low or distance is shorter, so cost-efficient movement may be acceptable."
IND630561AAA,IND623407AAA,IND630561AAA -> IND623407AAA,Carting,Carting,False,57.0,63.63597,32.0,42.38913873392169,0.3150912747208202,Low,1.8125,1.0,0.1626476508051218,0.0899988251485522,"Recommended Carting because delay risk is low or distance is shorter, so cost-efficient movement may be acceptable."
IND121004AAB,IND121004AAA,IND121004AAB -> IND121004AAA,Carting,Carting,False,20.0,25.67584,12.0,15.53256048699794,0.3448855679507107,Low,1.75,1.0,0.2541256876869098,0.1605515100630296,"Recommended Carting because delay risk is low or distance is shorter, so cost-efficient movement may be acceptable."
IND400072AAD,IND421302AAG,IND400072AAD -> IND421302AAG,Carting,Carting,False,43.0,61.833595,21.0,20.11144484925654,0.4784922648035858,Medium,2.727272727272727,1.0,0.1896710365524123,0.5801920123707316,"Recommended Carting because delay risk is low or distance is shorter, so cost-efficient movement may be acceptable."
